9280	19
37499	18
48422	17
54179	16
59706	15
71315	14
71993	13
73695	12
74714	11
78293	10
85533	9
102333	8
104744	7
109534	6
113362	5
119689	4
123016	3
126484	2
137849	1
140315	0
